row_id,Y
2933,4.179755101099141
734,4.001431754065293
1139,3.5620756059060037
9394,4.311145327170814
7393,4.336072312075409
7900,4.418612717504149
5095,4.34905857742516
8763,4.053367343232719
9632,4.052169144756294
973,4.427267029579088
4469,4.5302590809993895
3569,4.291899154916939
2090,4.277195632385567
3671,4.431418683689556
6762,4.249545528455895
1713,4.094027819000988
10032,4.118908378735434
2767,4.242716802203436
5103,3.902808654675294
1643,4.204936052144993
8806,4.101509011567445
10789,4.219161729301453
2047,4.06425529085716
7975,4.253646376914688
9697,3.9568697807114876
10635,4.003700630106093
3202,4.174937146377628
8313,4.372461042659814
1688,4.442749046647538
10164,4.084314039247618
3134,4.133454389360393
9100,4.311651049731683
984,4.199629408237697
6376,4.110711579062636
6820,4.038130844751172
8263,4.156089845749755
346,4.072514299911776
8855,4.440129614439773
38,4.09255231232013
1482,4.3189052450468255
5460,4.1129217347443445
3749,4.105549799598991
1153,3.9899503643697916
9008,4.616077048010501
9066,4.270279516314822
3767,3.154091366290034
6132,4.07369751832662
7810,4.1034875281451555
9794,4.1485371010672
2197,4.462571527022519
8753,4.2970502902151315
1885,4.108837615557639
5074,4.217337021222105
10459,4.065948922051448
3926,4.325861533975436
10362,4.345389352665864
3060,4.408091317189811
6966,4.3470998315518035
8173,4.1339624003435285
5362,4.257798138845869
7413,4.423022626389723
2543,4.156355206937551
327,3.98099724719512
2360,4.0684744996232665
4937,4.003846122740064
3582,3.842024751899682
4539,4.335326740558019
4506,4.384077057390528
8661,4.40764332337658
2713,4.500704786729385
10303,4.362897389999634
12,3.999709864291467
8749,4.041718682208211
9171,4.520229832576059
1138,4.102371741583197
3734,4.0889738647836
8596,3.632810614977847
32,4.107155742595479
2890,4.2477255872398425
48,4.296242595400629
6180,4.2829738849519385
10440,4.145455957205984
4699,4.320144924197053
3575,4.282320595441173
1284,4.311661460931928
3592,4.058848042601819
3859,4.3702258486140675
10112,4.37976195875632
8053,4.2756115895568865
6609,4.354223628902968
8971,4.1315961605543725
5582,3.974121482493217
3045,4.447236330439576
4404,4.300398399874628
7609,4.026648689460606
3973,4.402580018002061
4311,4.05812809179752
1821,4.333267011822834
6700,4.085431633596713
7003,3.9395413325247137
923,4.385075066444212
6911,4.419578542101682
3094,4.690991339707153
8953,4.2395394852689625
2910,4.036272819949821
3772,4.000120920565783
7304,4.211687586706998
10839,4.295528385519999
9690,4.773867687691853
569,3.986699087678252
4132,3.9804171649982862
1747,4.251885670955142
2662,4.216333946018698
7651,4.456518447791566
1698,4.55961967397701
3730,4.214595929178414
8864,4.314399407998684
4168,4.271204006009616
5465,4.645001214078538
2831,3.6321401842327505
8591,4.426554892942284
3801,4.097869013122987
9403,4.496340301449542
1158,4.08209632270939
6178,3.9180797823739004
3174,3.9788736346414924
2248,4.499869675862572
7664,4.170168318794345
3130,4.2379506798541255
8373,4.09814387614008
7592,4.3702258486140675
9831,4.0971288809712
349,4.264242380831622
5655,4.061470761853161
9002,4.3698398031633845
9228,4.354084654491375
6985,4.06700771470963
7065,4.174319190818964
4075,4.161091299053777
9870,4.134857962249587
7839,3.9369752629226094
1699,3.9958769120642774
2064,4.35585533939225
10767,3.9418655159794866
7837,4.161577888000129
10206,4.088803450362293
9462,4.415271676826424
9207,3.9315309205107347
6476,4.068153186687865
6017,4.265760409362879
1696,4.293081692311904
4662,4.266380293290996
4616,3.990218475159466
4125,4.153184925359631
6682,4.0697546503075595
250,4.34611675630557
5584,4.1781669423886525
6760,4.167557115538319
2004,4.353533398447323
8695,4.254318325704407
4264,3.7628484855582855
9864,4.2807732887600265
3155,4.059461466955149
597,3.8839224678849145
1360,4.271183436317316
1352,4.358970970749905
5934,4.034535779877553
9026,4.1171152563786535
7218,3.425613543622146
8127,4.112759403037176
10025,4.177162486030008
8424,4.097599846119181
6009,4.212316891833743
3587,4.133415608317159
3855,4.2618004690668725
2362,3.8452937370083355
3496,4.242412747252883
524,4.140650632063603
3670,4.130281184298912
1570,3.9537777159173126
8271,4.137613111330693
3891,4.490771114022428
8844,4.816168614621483
1210,4.206495874547194
358,4.466847727136712
102,4.038410484836983
428,3.9850731869725866
8709,4.280011434365013
1946,4.0382730748257325
1209,4.2363283104982825
10737,4.129347427493461
7280,3.9082164734481983
1468,4.348138852772878
3102,4.255061213574117
335,4.116374757239419
365,4.337915473818654
6252,4.10522754352257
2318,4.553357423787973
2138,4.236003253365293
633,4.32914773775077
4663,3.136068356632555
4449,4.1499971996813
2661,4.210837613509117
790,4.4865227619839425
2193,4.1933821368602295
1166,4.3736168971667295
2585,3.9222891329344662
5102,4.624648543901291
2974,4.183253323560859
5507,3.7137086955133003
3142,4.469892119910771
1677,4.350392737447064
3207,4.634129710985272
4059,4.145635591863985
7098,4.424978390752898
668,4.310489465051131
331,4.222754083981403
555,4.315773980857669
8222,3.8002753062548997
3343,4.034311746187299
